name	abbreviation	equation	lowbnd	uppbnd	Present	obj_coef	rule	Knockout cost	Knockin cost	ProteinClass	subSystem
phenylacetate-CoA ligase	PACCOAL	[c] : atp + coa + pheac --> amp + phaccoa + ppi	0	Inf	1	0	Gmet_1818, Gmet_1825, Gmet_0950	1	1	PaaK1, PaaK2, PaaK	Aromatic Compound degradation
pantothenate synthase	PANTS	[c] : ala-B + atp + pant-R --> amp + h + pnto-R + ppi	0	Inf	1	0	Gmet_1643	1	1	PanC	Vitamins & Cofactor Biosynthesis
phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)	PAPPT3	[c] : udcpp + ugmda --> uagmda + ump	0	Inf	1	0	Gmet_0409	1	1	MraY	Lipid & Cell Wall Metabolism
phosphoadenylyl-sulfate reductase (thioredoxin)	PAPSR	[c] : paps + trdrd --> (2) h + pap + so3 + trdox	0	Inf	1	0	Gmet_2858	1	1	CysH	Amino Acid Metabolism
phosphate butyryltransferase	PBUTT	[c] : btcoa + pi <==> butpi + coa	-Inf	Inf	1	0	Gmet_2098, Gmet_1035	1	1	Ptb, Pta	Carbohydrates and related molecules
pyruvate carboxylase	PC	[c] : atp + hco3 + pyr --> adp + h + oaa + pi	0	Inf	1	0	Gmet_0816	1	1	Pyc	Central Metabolism
p-cresol methylhydroxylase	PCMEH	[c] : 4crsol + h2o + (2) nad <==> 4hbald + (2) h + (2) nadh	-Inf	Inf	1	0	Gmet_2126_OR_Gmet_2125	1	1	PcmH	Aromatic Compound degradation
pyruvate dehydrogenase	PDH	[c] : coa + nad + pyr --> accoa + co2 + nadh	0	Inf	1	0	Gmet_2764_AND_ Gmet_2511_AND_ Gmet_2752_AND_ Gmet_1896_AND_ Gmet_2760_OR_Gmet_2753_AND_ Gmet_2510_OR_Gmet_2509	1	1	Lpd+PdhC2+PdhAB2, PdhC+PdhAB+Lpd2, Lpd+PdhAB+PdhC2, PdhC+Lpd2+PdhAB2, PdhC+Lpd+PdhAB, PdhC+Lpd+PdhAB2, PdhAB+PdhC2+Lpd2, PdhC2+PdhAB2+Lpd2	Central Metabolism
Pyridoxine 5'-phosphate synthase	PDX5PS	[c] : dxyl5p + nad + phthr --> co2 + h + (2) h2o + nadh + pdx5p + pi	0	Inf	1	0	Gmet_1885	1	1	PdxJ	Cofactor and Prosthetic Group Biosynthesis
phosphofructokinase	PFK	[c] : atp + f6p --> adp + fdp + h	0	Inf	1	0	Gmet_1640, Gmet_0938	1	1	Pfk4, Pfk3	Central Metabolism
phosphoglucosamine mutase	PGAMT	[c] : gam1p <==> gam6p	-Inf	Inf	1	0	Gmet_1886	1	1	GlmM	Lipid & Cell Wall Metabolism
phosphoglycerate dehydrogenase	PGCD	[c] : 3pg + nad --> 3php + h + nadh	0	Inf	1	0	Gmet_2378	1	1	SerA	Amino Acid Metabolism
phosphogluconate dehydrogenase	PGDH	[c] : 6pgc + nadp --> co2 + nadph + ru5p-D	0	Inf	1	0	Gmet_2620	1	1	Gnd	Pentose Phosphate Pathway
glucose-6-phosphate isomerase	PGI	[c] : g6p <==> f6p	-Inf	Inf	1	0	Gmet_2458	1	1	Pgi	Central Metabolism
phosphoglycerate kinase	PGK	[c] : 13dpg + adp <==> 3pg + atp	-Inf	Inf	1	0	Gmet_1947	1	1	Pgk	Central Metabolism
6-phosphogluconolactonase	PGL	[c] : 6pgl + h2o --> 6pgc + h	0	Inf	1	0	Gmet_2618	1	1	Pgl	Pentose Phosphate Pathway
Poly glutamate synthesis Reaction	PGLUSYN	[c] : atp + glu-D --> adp + h + pi + polglu	0	Inf	1	0	Gmet_3529	1	1	PgsA1	Cell Envelope Biosynthesis
phosphoglycolate phosphatase	PGLYCP	[c] : 2pglyc + h2o --> glyclt + pi	0	Inf	1	0	Gmet_0937, Gmet_2290	1	1	Gph2, Gph1P	Other
phosphoglycerate mutase	PGM	[c] : 3pg <==> 2pg	-Inf	Inf	1	0	Gmet_3203, Gmet_1653, Gmet_1428	1	1	Gpm1, Pgml, Gpm2	Central Metabolism
phosphoglucomutase	PGMT	[c] : g1p <==> g6p	-Inf	Inf	1	0	Gmet_0990, Gmet_0135	1	1	Pmgm1, Pmgm2	Central Metabolism
Phosphatidylglycerophosphate phosphohydrolase	PGPPH	[c] : h2o + pglyp --> pgly + pi	0	Inf	1	0	Gmet_0195	1	1	PgpA	Vitamins & Cofactor Biosynthesis
phenylacetate transport in/out via proton symport	PHACt6	h[e] + pheac[e] <==> h[c] + pheac[c]	-Inf	Inf	1	0	Gmet_3288, Gmet_3031, Gmet_0739	1	1	PpaP	Transport
4-hydroxybenzaldehyde dehydrogenase	PHBEALD	[c] : 4hbald + h2o + nad <==> 4hbz + (2) h + nadh	-Inf	Inf	1	0	Gmet_2131	1	1	HbdH	Aromatic Compound degradation
phosphatidate cytidylyltransferase	PHCYT	[c] : 12dag3p + ctp + h --> cdpdag + ppi	0	Inf	1	0	Gmet_1255	1	1	CdsA	Lipid & Cell Wall Metabolism
phenol transport via diffusion	PHENOLt	phenol[e] <==> phenol[c]	-Inf	Inf	1	0		1	1		Transport
phenylphosphate carboxylase	PHEPC	[c] : co2 + h2o + pphos <==> 4hbz + h + pi	-Inf	Inf	1	0	Gmet_2102	1	1	PhpC	Aromatic Compound degradation
Phenylphosphate synthase	PHEPS	[c] : atp + h2o + phenol <==> amp + (2) h + pi + pphos	-Inf	Inf	1	0	Gmet_2101_OR_Gmet_2100	1	1	PhpS	Aromatic Compound degradation
phenylalanine transaminase	PHETA1	[c] : akg + phe-L <==> glu-L + phpyr	-Inf	Inf	1	0	Gmet_0213, Gmet_3433, Gmet_0732, Gmet_0385	1	1	AspB3, AspB, HisC, AspB4	Amino Acid Metabolism
Phenylalanyl-tRNA synthetase	PHETRS	[c] : atp + phe-L + trnaphe --> amp + phetrna + ppi	0	Inf	1	0	Gmet_1415_OR_Gmet_1416	1	1	PheRS	Amino Acid Metabolism
phosphate transport via ABC system	PIabc	atp[c] + h2o[c] + pi[e] --> adp[c] + h[c] + (2) pi[c]	0	Inf	1	0	Gmet_2703, Gmet_2702, Gmet_2701, Gmet_2704	1	1	PstA+PstB+PstC+PstD	Transport
phenylitaconyl-CoA hydratase	PICH	[c] : h2o + phitcoa <==> hmpscoa	-Inf	Inf	1	0	Gmet_1524	1	1	BbsH	Aromatic Compound degradation
phosphate transport in/out via proton symporter	PIt6	h[e] + pi[e] <==> h[c] + pi[c]	-Inf	Inf	1	0	Gmet_3131	1	1	PitA	Transport
phosphate transport in/out via three Na+ symporter	PIt7	(3) na1[e] + pi[e] <==> (3) na1[c] + pi[c]	-Inf	Inf	1	0	Gmet_1829	1	1	YjbB	Transport
phosphomannomutase	PMANM	[c] : man1p <==> man6p	-Inf	Inf	1	0	Gmet_0990, Gmet_0135	1	1	Pmgm2, Pmgm1	Central Metabolism
phosphomethylpyrimidine kinase	PMPK	[c] : 4ampm + atp --> 2mahmp + adp	0	Inf	1	0	Gmet_2909	1	1	ThiD	Vitamins & Cofactor Biosynthesis
pantothenate kinase	PNTK	[c] : atp + pnto-R --> 4ppan + adp + h	0	Inf	1	0		1	1		Cofactor and Prosthetic Group Biosynthesis
pyruvate synthase	POR	[c] : coa + fdxo-4:2 + pyr <==> accoa + co2 + fdxr-4:2 + h	-Inf	Inf	1	0	Gmet_1306_OR_Gmet_1308_OR_Gmet_1307_OR_Gmet_1309	1	1	Pfer	Central Metabolism
inorganic diphosphatase	PPA	[c] : h2o + ppi --> h + (2) pi	0	Inf	1	0	Gmet_0503	1	1	Ppa	Other
inorganic diphosphatase (one proton translocation)	PPA_1	h2o[c] + ppi[c] --> h[e] + (2) pi[c]	0	Inf	1	0	Gmet_3239	1	1	Ppa1	Transport
Propionate kinase	PPAK	[c] : adp + ppap <==> atp + ppa	-Inf	Inf	1	0	Gmet_0149, Gmet_1034	1	1	AckA2, AckA 	Central Metabolism
porphobilinogen synthase	PPBNGS	[c] : (2) 5aop --> h + (2) h2o + ppbng	0	Inf	1	0	Gmet_0189	1	1	HemB	Vitamins & Cofactor Biosynthesis
phosphoenolpyruvate carboxylase	PPC	[c] : co2 + h2o + pep --> h + oaa + pi	0	Inf	1	0	Gmet_0304	1	1	Ppc	Anaplerotic reactions
phosphopantothenoylcysteine decarboxylase	PPCDC	[c] : 4ppcys + h --> co2 + pan4p	0	Inf	1	0	Gmet_2673	1	1	Dfp	Vitamins & Cofactor Biosynthesis
phosphoenolpyruvate carboxykinase	PPCK	[c] : atp + oaa --> adp + co2 + pep	0	Inf	1	0	Gmet_3169, Gmet_2638	1	1	PckA, PckA2	Carbohydrates and related molecules
phosphoenolpyruvate carboxykinase (GTP)	PPCKG	[c] : gtp + oaa --> co2 + gdp + pep	0	Inf	1	0	Gmet_3169, Gmet_2638	1	1	PckA, PckA2	Central Metabolism
Propionyl-CoA carboxylase	PPCOAC	[c] : atp + hco3 + ppcoa --> adp + h + mmcoa-S + pi	0	Inf	1	0	Gmet_3290, Gmet_3248	1	1	MmdA, YngE	Carbohydrates and related molecules
pyruvate phosphate dikinase	PPDK	[c] : atp + pi + pyr --> amp + h + pep + ppi	0	Inf	1	0	Gmet_2940	1	1	PpdK	Central Metabolism
polyphosphate kinase	PPIK	[c] : atp + ppi --> adp + pppi	0	Inf	1	0	Gmet_0133	1	1	Ppk	Other
1,3-propanediol dehydrogenase	PPN13D	[c] : 13ppd + nad <==> 3hppnl + h + nadh	-Inf	Inf	1	0	Gmet_1053	1	1	DhaT	Central Metabolism
phosphopantothenate-cysteine ligase	PPNCL	[c] : 4ppan + ctp + cys-L --> 4ppcys + cdp + h + pi	0	Inf	1	0	Gmet_2673	1	1	Dfp	Vitamins & Cofactor Biosynthesis
prephenate dehydrogenase	PPND	[c] : nad + pphn --> 34hpp + co2 + nadh	0	Inf	1	0	Gmet_0863	1	1	TyrA	Amino Acid Metabolism
prephenate dehydratase	PPNDH	[c] : h + pphn --> co2 + h2o + phpyr	0	Inf	1	0	Gmet_0862, Gmet_1955	1	1	PheA2, PheA	Amino Acid Metabolism
protoporphyrinogen oxidase	PPPGO	[c] : (1.5) o2 + pppg9 --> (3) h2o + ppp9	0	Inf	1	0	Gmet_2953, Gmet_3551	1	1	HemY1, HemY	Vitamins & Cofactor Biosynthesis
phosphoenolpyruvate synthase	PPS	[c] : atp + h2o + pyr --> amp + (2) h + pep + pi	0	Inf	1	0	Gmet_0770	1	1	Pps	Central Metabolism
trans-pentaprenyltranstransferase	PPTT	[c] : ipdp + pendp --> hexdp + ppi	0	Inf	1	0	Gmet_2455	1	1	IspB	Lipid & Cell Wall Metabolism
phosphoribosylglycinamide synthetase	PRAGS	[c] : atp + gly + pram --> adp + gar + h + pi	0	Inf	1	0	Gmet_2904	1	1	PurD	Nucleotide Metabolism
phosphoribosylanthranilate isomerase	PRAI	[c] : pran <==> 2cpr5p	-Inf	Inf	1	0	Gmet_2492	1	1	TrpF	Amino Acid Metabolism
phosphoribosylaminoimidazole synthetase	PRAIS	[c] : atp + fpram --> adp + air + h + pi	0	Inf	1	0	Gmet_1844	1	1	PurM	Nucleotide Metabolism
phosphoribosyl-AMP cyclohydrolase	PRAMPC	[c] : h + h2o + prbamp --> prfp	0	Inf	1	0	Gmet_1897	1	1	HisI	Amino Acid Metabolism
phosphoribosylaminoimidazolesuccinocarboxamide synthase	PRASCS	[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi	-Inf	Inf	1	0	Gmet_0916	1	1	PurC	Nucleotide Metabolism
phosphoribosyl-ATP pyrophosphatase	PRATPP	[c] : h2o + prbatp --> h + ppi + prbamp	0	Inf	1	0	Gmet_1897, Gmet_0390	1	1	HisI, HisE	Amino Acid Metabolism
phosphoribosylformylglycinamidine synthase	PRFGS	[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + (2) h + pi	0	Inf	1	0	Gmet_1940_OR_Gmet_1941	1	1	PurLQS	Nucleotide Metabolism
1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase	PRMICI	[c] : prfp <==> prlp	-Inf	Inf	1	0	Gmet_0388	1	1	HisA	Amino Acid Metabolism
proline dehydrogenase	PRODH	[c] : nadp + pro-L --> 1pyr5c + (2) h + nadph	0	Inf	1	0	Gmet_3512	1	1	PyrcPrd	Amino Acid Metabolism
L-proline:Na+ symporter	PROt5	na1[e] + pro-L[e] <==> na1[c] + pro-L[c]	-Inf	Inf	1	0	Gmet_3031	1	1	NaPt	Transport
Prolyl-tRNA synthetase	PROTRS	[c] : atp + pro-L + trnapro --> amp + ppi + protrna	0	Inf	1	0	Gmet_1354	1	1	ProS	Amino Acid Metabolism
phosphoribosylpyrophosphate synthetase	PRPPS	[c] : atp + r5p <==> amp + h + prpp	-Inf	Inf	1	0	Gmet_2848	1	1	Prs	Amino Acid Metabolism
3-phosphoshikimate 1-carboxyvinyltransferase	PSCVT	[c] : pep + skm5p <==> 3psme + pi	-Inf	Inf	1	0	Gmet_0864	1	1	AroE	Amino Acid Metabolism
phosphatidylserine decarboxylase	PSDC	[c] : h + ps --> co2 + psetha	0	Inf	1	0	Gmet_1483, Gmet_1263	1	1	Psd, Psd1	Lipid & Cell Wall Metabolism
phosphoserine transaminase	PSERT	[c] : 3php + glu-L --> akg + pser-L	0	Inf	1	0	Gmet_3173	1	1	SerC	Amino Acid Metabolism
Polysulfide reductase (2 proton)	PSRED3	mql7[c] + ss[e] --> h[c] + (2) h2s[e] + mqn7[c]	0	Inf	1	0	Gmet_3431_OR_Gmet_3428_OR_Gmet_3427_OR_Gmet_3426_OR_Gmet_3425_OR_Gmet_3424_OR_Gmet_3430	1	1	Psr	Other
pseudouridylate synthase	PSUDS	[c] : r5p + ura --> h2o + psd5p	0	Inf	1	0	Gmet_2838	1	1	RluD	Others
Phosphate acetyltransferase	PTA2	[c] : pi + ppcoa --> coa + ppap	0	Inf	1	0	Gmet_1035	1	1	Pta	Central Metabolism
phosphotransacetylase	PTAr	[c] : accoa + pi <==> actp + coa	-Inf	Inf	1	0	Gmet_1035	1	1	Pta	Central Metabolism
6-pyruvoyltetrahydropterin synthase	PTHPS	[c] : ahdt --> 6pthp + pppi	0	Inf	1	0	Gmet_1657	1	1	Ptps	Vitamins & Cofactor Biosynthesis
pantetheine-phosphate adenylyltransferase	PTPAT	[c] : atp + h + pan4p <==> dpcoa + ppi	-Inf	Inf	1	0	Gmet_1759	1	1	CoaD	Vitamins & Cofactor Biosynthesis
pyruvate kinase	PYK	[c] : adp + h + pep --> atp + pyr	0	Inf	1	0	Gmet_0122	1	1	Pyk	Central Metabolism
pyruvate reversible transport via proton symport	PYRt2	h[e] + pyr[e] <==> h[c] + pyr[c]	-Inf	Inf	1	0	Gmet_3288, Gmet_0739	1	1	ActP3, ActP2	Transport
Pyrazinamidase	PYRZAM	[c] : h2o + malm --> male + nh4	0	Inf	1	0	Gmet_2374	1	1	PncA	Other
quinolinate synthase	QULNS	[c] : dhap + iasp --> (2) h2o + pi + quln	0	Inf	1	0	Gmet_3544	1	1	NadA	Vitamins & Cofactor Biosynthesis
riboflavin kinase	RBFK	[c] : atp + ribflv --> adp + fmn + h	0	Inf	1	0	Gmet_1388	1	1	RibC	Vitamins & Cofactor Biosynthesis
riboflavin synthase	RBFSa	[c] : 4r5au + db4p --> dmlz + (2) h2o + pi	0	Inf	1	0	Gmet_1625_OR_Gmet_1627	1	1	RibEH	Vitamins & Cofactor Biosynthesis
riboflavin synthase	RBFSb	[c] : (2) dmlz --> 4r5au + ribflv	0	Inf	1	0	Gmet_1625_OR_Gmet_1627	1	1	RibEH	Vitamins & Cofactor Biosynthesis
ribokinase	RBK	[c] : atp + rib-D --> adp + h + r5p	0	Inf	1	0	Gmet_2812	1	1	RbsK	Central Metabolism
alpha-ribazole-5-phosphatase	RBZP	[c] : 5prdmbz + h2o --> pi + rdmbzi	0	Inf	1	0	Gmet_0469	1	1	CobC	Vitamins & Cofactor Biosynthesis
ribonucleoside-diphosphate reductase (ADP)	RNDR1	[c] : adp + trdrd --> dadp + h2o + trdox	0	Inf	1	0	Gmet_1297	1	1	NrdJ	Nucleotide Metabolism
ribonucleoside-diphosphate reductase (GDP)	RNDR2	[c] : gdp + trdrd --> dgdp + h2o + trdox	0	Inf	1	0	Gmet_1297	1	1	NrdJ	Nucleotide Metabolism
ribonucleoside-diphosphate reductase (CDP)	RNDR3	[c] : cdp + trdrd --> dcdp + h2o + trdox	0	Inf	1	0	Gmet_1297	1	1	NrdJ	Nucleotide Metabolism
ribonucleoside-diphosphate reductase (UDP)	RNDR4	[c] : trdrd + udp --> dudp + h2o + trdox	0	Inf	1	0	Gmet_1297	1	1	NrdJ	Nucleotide Metabolism
ribulose 5-phosphate 3-epimerase	RPE	[c] : ru5p-D <==> xu5p-D	-Inf	Inf	1	0	Gmet_0067	1	1	Rpe	Central Metabolism
ribose-5-phosphate isomerase	RPI	[c] : r5p <==> ru5p-D	-Inf	Inf	1	0	Gmet_1604, Gmet_2621	1	1	Rpi, RpiB	Central Metabolism
sedoheptulose 7-phosphate isomerase	S7PI	[c] : s7p <==> gmh7p	-Inf	Inf	1	0	Gmet_0920	1	1	GmhA	Cell Envelope Biosynthesis
saccharopine dehydrogenase (NAD, L-lysine forming)	SACCD2	[c] : Lsacchrp + h2o + nad <==> akg + h + lys-L + nadh	-Inf	Inf	1	0	Gmet_0902	1	1	Lys1	Amino Acid Metabolism
sulfate adenylyltransferase	SADT2	[c] : atp + gtp + h2o + so4 --> aps + gdp + pi + ppi	0	Inf	1	0	Gmet_2860_OR_Gmet_2859	1	1	CysD	Cysteine Metabolism
succinyl-diaminopimelate desuccinylase	SDPDS	[c] : h2o + sl26da --> 26dap-LL + succ	0	Inf	1	0		1	1		Amino Acid Metabolism
succinyldiaminopimelate transaminase	SDPTA	[c] : akg + sl26da <==> glu-L + sl2a6o	-Inf	Inf	1	0	Gmet_0204	1	1	ArgD	Amino Acid Metabolism
selenocysteine lyase	SECYSL	[c] : dtt_rd + scys-L --> H2Se + ala-L + dtt_ox + h	0	Inf	1	0	Gmet_1300	1	1	CsdB	Amino Acid Metabolism
selenide, water dikinase	SEPPS	[c] : H2Se + atp + h2o --> amp + h + pi + sepi	0	Inf	1	0	Gmet_2907	1	1	SelD	Other
serine O-acetyltransferase	SERAT	[c] : accoa + ser-L <==> acser + coa	-Inf	Inf	1	0	Gmet_0870	1	1	CysE	Amino Acid Metabolism
L-serine deaminase	SERD_L	[c] : ser-L --> nh4 + pyr	0	Inf	1	0	Gmet_3072	1	1	IlvA	Amino Acid Metabolism
Seryl-tRNA synthetase	SERTRS	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna	0	Inf	1	0	Gmet_3528	1	1	SerS	Amino Acid Metabolism
L-seryl-tRNA selenium transferase	SERTRST	[c] : selnp + sertrna --> h + pi + selcystrna	0	Inf	1	0	Gmet_0061	1	1	SelA	Amino Acid Metabolism
sirohydrochlorin cobaltochelatase	SHCHCC	[c] : cobalt2 + (0.5) nad + shcl --> copre2 + (2.5) h + (0.5) nadh	0	Inf	1	0	Gmet_0476	1	1	CbiX	Vitamins & Cofactor Biosynthesis
sirohydrochlorin dehydrogenase	SHCHD	[c] : nadp + shcl --> h + nadph + srch	0	Inf	1	0	Gmet_3231	1	1	CysG_N	Vitamins & Cofactor Biosynthesis
sirohydrochlorin ferrochetalase	SHCHF	[c] : fe2 + srch --> (2) h + sheme	0	Inf	1	0	Gmet_3231	1	1	CysG_N	Vitamins & Cofactor Biosynthesis
shikimate dehydrogenase	SHK3D	[c] : 3dhsk + h + nadph <==> nadp + skm	-Inf	Inf	1	0	Gmet_1392	1	1	AroD	Amino Acid Metabolism
shikimate kinase	SHKK	[c] : atp + skm --> adp + h + skm5p	0	Inf	1	0	Gmet_0977	1	1	AroK	Amino Acid Metabolism
superoxide dismutase	SOD	[c] : (2) h + (2) o2- --> h2o2 + o2	0	Inf	1	0	Gmet_2410	1	1	SodB	Other
spermidine synthase	SPMS	[c] : ametam + ptrc --> 5mta + h + spmd	0	Inf	1	0	Gmet_0583	1	1	SpeE	Amino Acid Metabolism
squalene hopene cyclase	SQHOC1	[c] : sql --> dplpt	0	Inf	1	0	Gmet_0419, Gmet_2820	1	1	Shc, Shc2	Other
squalene hopene cyclase	SQHOC2	[c] : h2o + sql --> 22hop	0	Inf	1	0	Gmet_0419, Gmet_2820	1	1	Shc, Shc2	Other
succinate-semialdehyde dehydrogenase (NADP)	SSALy	[c] : h2o + nadp + sucsal --> (2) h + nadph + succ	0	Inf	1	0	Gmet_3395	1	1	GabD	Arginine and Proline Metabolism
succinyl-CoA synthetase (ADP-forming)	SUCOAS	[c] : atp + coa + succ <==> adp + pi + succoa	-Inf	Inf	1	0	Gmet_2260_OR_Gmet_2261_AND_ Gmet_0730_OR_Gmet_0729_AND_ Gmet_2069_OR_Gmet_2068	1	1	SucCD1, SucCD, SucCD2	Central Metabolism
sulfoacetate transport via ABC system	SULAabc	atp[c] + h2o[c] + sula[e] --> adp[c] + h[c] + pi[c] + sula[c]	0	Inf	1	0	Gmet_1899, Gmet_1901, Gmet_1900, Gmet_0998, Gmet_0997, Gmet_0996	1	1	SsuC1+SsuA1+SsuB1, SsuA+SsuB+SsuC	Transport
sulfate transport via ABC system	SULabc	atp[c] + h2o[c] + so4[e] --> adp[c] + h[c] + pi[c] + so4[c]	0	Inf	1	0	Gmet_1903, Gmet_1906, Gmet_1904, Gmet_1905	1	1	CysAP+CysT+CysP+CysW	Transport
sulfite reductase (NADPH2)	SULR	[c] : (3) h2o + h2s + (3) nadp <==> (4) h + (3) nadph + so3	-Inf	Inf	1	0	Gmet_2520	1	1	YvgQR	Central Metabolism
ATP:2,3,2',3'-tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-beta-D-1,6-glucosaminyl-beta-phosphate 4-O'-phosphotransferase	TADSK	[c] : atp + h2o + lipidA --> adp + h + lipid4 + pi	0	Inf	1	0	Gmet_2347	1	1	LpxK	Lipid & Cell Wall Metabolism
transaldolase	TAL	[c] : g3p + s7p <==> e4p + f6p	-Inf	Inf	1	0	Gmet_0497	1	1	Tal	Central Metabolism
taurine transport via ABC system	TAURabc	atp[c] + h2o[c] + taur[e] --> adp[c] + h[c] + pi[c] + taur[c]	0	Inf	1	0	Gmet_1899, Gmet_1901, Gmet_1900, Gmet_0998, Gmet_0997, Gmet_0996	1	1	SsuC1+SsuA1+SsuB1, SsuA+SsuC+SsuB	Transport
Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA  C-acyltransferase	TDMAT6	[c] : myrsACP + nad <==> h + nadh + tdeACP	-Inf	Inf	1	0	Gmet_2558	1	1	FabI	Fatty Acid Synthesis
dTDP-4-dehydrorhamnose reductase	TDPDRR	[c] : dtdp6dm + nadp <==> dtdpddm + h + nadph	-Inf	Inf	1	0	Gmet_2472	1	1	RfbD	Carbohydrate Metabolism
dTDPglucose 4,6-dehydratase	TDPGDH	[c] : dtdpglc --> dtdpddg + h2o	0	Inf	1	0	Gmet_2473	1	1	RfbB1	Other
tetrahydropicolinate succinylase	THDPS	[c] : h2o + succoa + thdp --> coa + sl2a6o	0	Inf	1	0		1	1		Amino Acid Metabolism
NAD-dependent threonine 4-phosphate dehydrogenase	THPDH	[c] : nad + phthr --> amopbut-L + h + nadh	0	Inf	1	0	Gmet_3404	1	1	PdxA	Vitamins & Cofactor Biosynthesis
threonine aldolase	THRA	[c] : thr-L <==> acald + gly	-Inf	Inf	1	0	Gmet_3503	1	1	Tha	Amino Acid Metabolism
L-threonine deaminase	THRD_L	[c] : thr-L --> 2obut + nh4	0	Inf	1	0	Gmet_3072	1	1	IlvA	Amino Acid Metabolism
L-allo-threonine aldolase	THRLAD	[c] : thr-LA --> acald + gly	0	Inf	1	0	Gmet_0270	1	1	LtaA	Amino Acid Metabolism
threonine-phosphate decarboxylase	THRPD	[c] : h + thrp --> 1ap2olp + co2	0	Inf	1	0	Gmet_0487	1	1	CobD	Vitamins & Cofactor Biosynthesis
threonine synthase	THRS	[c] : h2o + phom --> pi + thr-L	0	Inf	1	0	Gmet_1631	1	1	ThrC	Amino Acid Metabolism
Threonyl-tRNA synthetase	THRTRS	[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna	0	Inf	1	0	Gmet_1411	1	1	ThrS	Amino Acid Metabolism
transketolase	TKT1	[c] : r5p + xu5p-D <==> g3p + s7p	-Inf	Inf	1	0	Gmet_0178_AND_ Gmet_0551_OR_Gmet_0552	1	1	Tkt1, Tkt2	Central Metabolism
transketolase	TKT2	[c] : e4p + xu5p-D <==> f6p + g3p	-Inf	Inf	1	0	Gmet_0178_AND_ Gmet_0551_OR_Gmet_0552	1	1	Tkt1, Tkt2	Central Metabolism
thymidine kinase (ATP:thymidine)	TMDK1	[c] : atp + thymd --> adp + dtmp + h	0	Inf	1	0	Gmet_2318, Gmet_3250	1	1	Tmk1, Tmk2	Nucleotide Metabolism
thymidylate synthase	TMDS	[c] : dump + mlthf --> dhf + dtmp	0	Inf	1	0	Gmet_0378	1	1	ThyA	Nucleotide Metabolism
thiamine-phosphate kinase	TMPK	[c] : atp + thmmp --> adp + thmpp	0	Inf	1	0	Gmet_3213	1	1	ThiL	Vitamins & Cofactor Biosynthesis
thiamine-phosphate diphosphorylase	TMPPP	[c] : 2mahmp + 4mpetz + h --> ppi + thmmp	0	Inf	1	0	Gmet_2935	1	1	ThiE	Vitamins & Cofactor Biosynthesis
Toluene transport via diffusion	TOLt	tol[e] <==> tol[c]	-Inf	Inf	1	0	Gmet_1535	1	1	TodX	Transport
triose-phosphate isomerase	TPI	[c] : dhap <==> g3p	-Inf	Inf	1	0	Gmet_1948	1	1	Tpi	Central Metabolism
thioredoxin reductase (NADPH)	TRDR	[c] : h + nadph + trdox --> nadp + trdrd	0	Inf	1	0	Gmet_3070	1	1	TrxB	Central Metabolism
trehalose-phosphatase	TRE6PP	[c] : h2o + tre6p --> pi + tre	0	Inf	1	0	Gmet_1090	1	1	OtsB2	Carbohydrate Metabolism
tryptophan synthase (indoleglycerol phosphate)	TRPS1	[c] : 3ig3p + ser-L --> g3p + h2o + trp-L	0	Inf	1	0	Gmet_2477_OR_Gmet_2482_AND_ Gmet_2493_OR_Gmet_2477	1	1	TrpAB1, TrpAB	Amino Acid Metabolism
Tryptophanyl-tRNA synthetase	TRPTRS	[c] : atp + trnatrp + trp-L --> amp + ppi + trptrna	0	Inf	1	0	Gmet_1960	1	1	TrpS	Amino Acid Metabolism
thiosulfate sulfurtransferase	TSULST	[c] : cyan + tsul --> h + so3 + tcynt	0	Inf	1	0	Gmet_3018	1	1	GlpE	Other
tyrosine transaminase	TYRTA	[c] : akg + tyr-L <==> 34hpp + glu-L	-Inf	Inf	1	0	Gmet_0213, Gmet_3433, Gmet_0732, Gmet_0385	1	1	HisC, AspB, AspB4, AspB3	Amino Acid Metabolism
Tyrosyl-tRNA synthetase	TYRTRS	[c] : atp + trnatyr + tyr-L --> amp + ppi + tyrtrna	0	Inf	1	0	Gmet_1182	1	1	TyrS	Amino Acid Metabolism
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase	UAAGDS	[c] : 26dap-M + atp + uamag --> adp + h + pi + ugmd	0	Inf	1	0	Gmet_0407	1	1	MurE	Lipid & Cell Wall Metabolism
acyl-[acyl-carrier-protein]-UDP-N-acetylglucosamine O-acyltransferase	UACAT	[c] : 3htdACP + uacgam --> ACP + u3aga	0	Inf	1	0	Gmet_2353, Gmet_2567	1	1	LpxA2, LpxA	Lipid & Cell Wall Metabolism
